academy-school-eng	school-type	academy-trust	school-trust-join-date	academy-sponsor
142813	28	company:08579939	2016-01-06	Connected Learning
142814	28	company:09035788	2016-01-06	Diocese of Canterbury
142815	28			
142816	28			
142817	28	company:07359755	2016-01-06	The Thinking Schools Academy Trust
142818	28	company:08286818	2016-01-06	The Heart Education Trust
142819	28	company:07630164		West Somerset Academies Trust
142820	43			
142821	28			
142822	28	company:08146633		Excalibur Academies Trust
142823	28			
142824	28	company:08258994	2016-01-07	Bradford Diocesan Academies Trust
142825	28	company:08258994		Bradford Diocesan Academies Trust
142826	28			
142827	28			
142835	42	company:10038640	2016-01-06	Alternative Complementary Education (ACE) Schools
142836	34	company:07462885	2016-01-06	Wakefield City Academies Trust
142837	34	company:08737435		Diocese of Norwich Education Academies Trust
142838	34		2016-01-08	Pathfinder Multi Academy Trust
142840	34	company:07982312		Wensum Trust
142841	34	company:07345756	2016-01-06	Healing Science Academy Ltd
142842	34	company:07546118	2016-01-06	West Norfolk Academies Trust
142843	34	company:10226712	2016-01-08	The Creative Learning Partnership
142844	34		2016-01-08	Pathfinder Multi Academy Trust
142845	34		2016-01-08	Pathfinder Multi Academy Trust
142846	34	company:08143249	2016-01-06	Diocese of Oxford
142847	34	company:10160645		
142848	34	company:09079258	2016-01-06	Rushey Mead
142849	34	company:07557634		
142850	34	company:07565242	2016-01-06	Peninsula Learning Trust
142852	34	company:08737435	2016-01-06	Diocese of Norwich Education Academies Trust
142853	34	company:08329993	2016-01-06	Inspirational Futures Trust
142854	34	company:07462885	2016-01-06	Wakefield City Academies Trust
142855	34	company:08737435	2016-01-06	Diocese of Norwich Education Academies Trust
142856	34	company:08263591		Pendle Education Trust
142857	34	company:09079258	2016-01-06	Rushey Mead
142858	34	company:10155032	2016-01-06	
142884	40			
142887	40			
142890	40			
142894	40			
142899	40			
142900	40	company:07937014		
142902	40			
142903	40			
142905	40	company:08589525		London South Bank University
142923	34	company:10261477	2016-01-08	
142924	28	company:08249884	2016-01-07	Allington Primary School Academy Trust
142932	33	company:08425513	2016-01-07	TBAP Trust
142933	28	company:09791051	2016-01-08	Reach4 Academy Trust
142934	28	company:09791051	2016-01-08	Reach4 Academy Trust
142935	28			
142936	28	company:08652284	2016-01-07	St James and Emmanuel Academy Trust
142937	28	company:09791051	2016-01-07	Reach4 Academy Trust
142938	43			
142940	33			
142941	34	company:07365778	2016-01-07	Midsomer Norton Schools Partnership
142942	34	company:07365778	2016-01-07	Midsomer Norton Schools Partnership
142943	34	company:08061092	2016-01-07	Palladian Academy Trust
142944	34	company:10261477	2016-01-08	
142945	34	company:09066969		
142946	34	company:08258994	2016-01-07	Bradford Diocesan Academies Trust
142947	34			
142948	34	company:10201636	2016-01-07	
142949	34	company:10201636		
142950	34	company:10201636	2016-01-07	
142951	34	company:09066969		
142952	34	company:08880841	2016-01-07	Truro and Penwith College
142953	34	company:07736425	2016-01-08	Bridge Multi Academy Trust
142954	34	company:07736425	2016-01-08	Bridge Multi Academy Trust
142955	34	company:07736425	2016-01-08	Bridge Multi Academy Trust
142956	34	company:07736425	2016-01-08	Bridge Multi Academy Trust
142957	34	company:08880841	2016-01-07	Truro and Penwith College
142958	34	company:08782544	2016-01-07	Atlantic Centre of Excellence (ACE)
142959	34	company:07736425	2016-01-08	Bridge Multi Academy Trust
142960	34	company:07700317	2016-01-07	Finham Park Multi Academy Trust
142961	34			
142962	34			
142965	34	company:09308398	2016-01-07	Ad Astra Academy Trust
142966	34	company:07035556		Drapers Company
142967	34	company:09079258	2016-01-07	Rushey Mead
142968	34			Ad Meliora Academy Trust
142969	34	company:08120960	2016-01-07	Wellspring Academy Trust
142970	34	company:10161526	2016-01-07	
142971	34	company:10161526	2016-01-07	
142972	34	company:10161526	2016-01-07	
142973	34	company:10161526	2016-01-07	
142974	34	company:10161526	2016-01-07	
142975	34	company:10161526	2016-01-07	
142976	34	company:10224802	2016-01-07	
142977	34	company:10224802	2016-01-07	
142978	34	company:10224802	2016-01-07	
142979	34	company:10225404	2016-01-07	
142980	34			
142981	34	company:10178490	2016-01-07	
142982	34	company:08526973	2016-01-07	Diocese of Lichfield
142983	34			
142984	34			
142985	34	company:10178490	2016-01-07	
142986	34			
142987	34			
142989	34			
142993	34	company:07400386	2016-01-07	Samuel Ward Academy Trust
142994	34	company:09499496	2016-01-07	Diocese of St Edmundsbury and Ipswich Academy Trust
142995	34	company:07400386	2016-01-07	Samuel Ward Academy Trust
142996	34	company:08287012	2016-01-07	The Inspire Trust
142997	34	company:08287012	2016-01-07	The Inspire Trust
142998	34	company:07597068	2016-01-07	The Howard Partnership Trust
142999	34	company:07597068	2016-01-07	The Howard Partnership Trust
143000	34	company:07597068	2016-01-07	The Howard Partnership Trust
143001	34	company:10174100	2016-01-07	
143003	34	company:09124782	2016-01-07	Waterton MAT
143004	34	company:10163646	2016-01-07	
143005	34	company:10163646	2016-01-07	
143006	34	company:10163646	2016-01-07	
143007	34	company:10163646	2016-01-07	
143009	34	company:07654902	2016-01-07	The Acorn Education Trust
143010	34	company:08061092	2016-01-08	Palladian Academy Trust
143011	34	company:07907463		The Laurus Trust
143012	34			
143015	34	company:08671076	2016-01-08	Transform Trust
143015	34	company:08320065	2016-01-08	Transform Trust
143016	34	company:08880841	2016-01-08	Truro and Penwith College
143021	34		2016-01-07	Diocese of Bath and Wells Multi Academy Trust
143025	28		2016-01-09	Brooke Weston Trust
143030	34	company:10227910	2016-01-08	
143031	34	company:10227910	2016-01-08	
143032	34	company:09066969		
143033	34	company:07697400	2016-01-08	
143034	34	company:09201845	2016-01-08	Diocese of Chichester Academy Trust
143035	34	company:09201845	2016-01-08	Diocese of Chichester Academy Trust
143050	28	company:09499496	2016-01-08	Diocese of St Edmundsbury and Ipswich Academy Trust
143051	28	company:08148546	2016-01-08	Central Schools Trust
143052	28	company:10070417	2016-01-08	Five Rivers Academy Trust
143053	28	company:08198980	2016-01-08	Synergy Academy Trust
143054	34	company:08833508	2016-01-08	Wickersley Partnership Trust
143055	34	company:08833508	2016-01-08	Wickersley Partnership Trust
143056	34	company:10259334	2016-01-08	
143057	34	company:08833508	2016-01-08	Wickersley Partnership Trust
143058	34	company:10181707		
143059	34	company:09495671	2016-01-08	Consilium Academies Trust
143060	34	company:08671076	2016-01-08	Transform Trust
143060	34	company:08320065	2016-01-08	Transform Trust
143061	34	company:09791051	2016-01-08	Reach4 Academy Trust
143062	44			
143063	34	company:10249712	2016-01-08	
143064	34	company:10181707	2016-01-08	
143065	34	company:10259334	2016-01-08	
143066	34	company:10255142	2016-01-08	
143067	34	company:10056460		Plym Academy Trust
143068	34	company:10249712	2016-01-08	
143069	34	company:10255142	2016-01-08	
143070	34	company:10259334	2016-01-08	
143071	34	company:10259334	2016-01-08	
143072	34	company:10181707	2016-01-08	
143073	34	company:10253931	2016-01-08	
143074	34	company:10255142	2016-01-08	
143075	34	company:10253931	2016-01-08	
143076	34	company:07816548	2016-01-08	Manor School Sports College
143077	34	company:10249712	2016-01-08	
143078	34	company:07805262	2016-01-08	Inspire Partnership Multi Academy Trust
143079	34			
143082	34			
143083	34	company:07746787		Wellsway School Academy Trust
143084	34	company:07500018		Sharnbrook Academy Federation
143085	34	company:07691324		The Pioneer Academy
143086	34			
143087	34	company:09284055		drb Ignite Limited
143088	34			
143090	34			
143092	34	company:08155088		Beckfoot Trust
143097	34	company:07525735		Aquinas Church of England Education Trust Ltd
143099	34	company:07387540	2016-01-08	ASPIRE Academy Trust
143100	34			Diocese of Bath and Wells Multi Academy Trust
143107	28			
143108	28	company:08061092		Palladian Academy Trust
143109	34	company:07656245		Spring Partnership Trust
143110	34	company:07691324		The Pioneer Academy
143111	44			Active Learning Trust (ALT)
143112	28	company:08155088		Beckfoot Trust
143113	28	company:07697587		Feversham Education Trust
143114	28	company:08155088		Beckfoot Trust
143115	28			
143116	28	company:07698631		William Howard Trust
143117	28	company:07935515		Cavendish Learning Trust
143118	28			Featherstone High School
143119	28	company:07612865		STEP Academy Trust
143120	28	company:07612865		STEP Academy Trust
143121	28	company:08452281		REAch2
143122	28			
143123	28	company:07804282		The Star Multi-Academy Trust (Star-MAT)
143124	28	company:08823327		Eveleigh LINK Academy Trust
143125	28	company:07673871		Lee Chapel Academy Trust
143126	28			Berlesduna Academy Trust
143127	28	company:07673871		Lee Chapel Academy Trust
143128	28	company:07673871		Lee Chapel Academy Trust
143129	28	company:06543442		Future Academies
143130	43	company:08747464		Olive Education
143131	28	company:07697132		Sir John Lawes Academies Trust
143132	28	company:08085503		Tollbar Academy Trust
143133	28	company:08891864		Chipstead Valley Primary School
143134	28	company:07893665		The Griffin Schools Trust
143135	28			Sapientia Education Trust
143136	28			Diocese of Bath and Wells Multi Academy Trust
143137	28			
143138	28	company:07990619		The Rodillian Academy
143139	28			
143140	28			The Forge Trust
143141	28	company:07577113		Aston Community Education Trust (ACET)
143142	28			The Priory School: PEET (Pursuing Educational Excellence Together)
143143	28	company:07649832		The Redstart Learning Partnership
143144	28			
143145	28			
143146	28			
143147	28	company:09499496		Diocese of St Edmundsbury and Ipswich Academy Trust
143148	28	company:05112090		ARK Schools
143149	28	company:07693309		
143150	43	company:08140768		Northern House School Academy Trust
143151	28			
143152	28			
143154	34	company:07346144		The Fallibroome Academy
143156	34			Aspire Educational Trust
143157	34			
143159	34			
143160	34			
143165	34	company:07387540		ASPIRE Academy Trust
143166	44			
143167	44			
143168	34	company:07394649		Trenance Learning Academy Trust (TLAT)
143169	34	company:07394649		Trenance Learning Academy Trust (TLAT)
143170	34	company:07394649		Trenance Learning Academy Trust (TLAT)
143171	34	company:07387540		ASPIRE Academy Trust
143172	34	company:07394649		Trenance Learning Academy Trust (TLAT)
143173	44			
143175	33	company:08476149		Orchard Hill College
143176	34	company:07387540		ASPIRE Academy Trust
143178	34	company:07588104		Synaptic Trust
143179	34	company:07935515		Cavendish Learning Trust
143180	34	company:08980079		
143181	34	company:07935515		Cavendish Learning Trust
143182	34			
143183	34			
143184	34	company:08538844		Diocese of Exeter
143185	34	company:08538844		Diocese of Exeter
143186	34	company:08538844		Diocese of Exeter
143187	34			
143190	34	company:08538844		Diocese of Exeter
143192	34	company:08538844		Diocese of Exeter
143194	34	company:09791051		Reach4 Academy Trust
143195	34	company:07523436		Windsor Academy Trust
143196	34			
143197	34			
143198	34			
143200	34			
143201	34			
143203	34	company:07681226		South Essex Academy Trust
143204	34	company:07687474		Notley High School and Braintree Sixth Form
143205	34			Berlesduna Academy Trust
143206	34			Berlesduna Academy Trust
143207	34	company:07692339		Marling School
143208	34	company:08149299		Diocese of Gloucester Academies Trust
143209	34			
143210	34			
143211	34			
143212	34			
143213	34			
143214	34			
143215	34	company:08561049		Stranton Primary School
143216	34			Life Education Trust
143218	34			
143219	34			
143220	34	company:09449979		
143221	34			
143222	42	company:09662303		Venn Academy Trust
143223	34			
143225	34			
143226	34			
143227	44	company:08120960		Wellspring Academy Trust
143231	34	company:08071176		Focus-Trust
143238	34			
143239	34			
143241	34			
143242	34			
143243	34			
143244	34			
143245	34	company:08104111		Discovery Schools Academies Trust Ltd
143246	34			
143247	34			Learning Without Limits
143248	34	company:08537140		
143249	34			Bradgate Education Partnership
143250	34			Symphony Learning Trust
143251	34			Symphony Learning Trust
143252	34			
143253	34			Bradgate Education Partnership
143254	34			
143256	34	company:08737412		Diocese of Lincoln
143257	44	company:07647805		University of Lincoln
143258	34	company:08737412		Diocese of Lincoln
143259	34	company:08737412		Diocese of Lincoln
143260	34			
143261	34	company:09853252		
143262	34	company:09853252		
143264	34			Water Hall Primary School
143265	34			
143266	34			
143267	34			
143268	34			
143269	34			
143270	34			
143271	34			
143272	34			
143273	34			
143274	34			Community Schools Trust
143275	44			
143276	34			
143277	34			
143278	34			
143279	34			
143280	34			
143281	34	company:08737412		Diocese of Lincoln
143282	34			Lighthouse Schools Partnership
143283	34			Lighthouse Schools Partnership
143284	34			Lighthouse Schools Partnership
143285	34			Lighthouse Schools Partnership
143286	34			Lighthouse Schools Partnership
143287	34	company:07553531		Northern Star Academies Trust
143288	34			
143290	34			
143291	34			
143292	34			
143293	34			
143294	34	company:08738949		Diocese of Southwell & Nottingham
143295	34	company:08076374		The Flying High Trust
143296	34			
143297	34	company:08738949		Diocese of Southwell & Nottingham
143298	34			
143299	34			
143300	34			
143302	34			
143303	34			
143304	44			
143305	34			
143306	34			
143307	34			
143308	34			
143309	34			
143310	34			
143311	34			
143312	34			
143313	34			
143314	34			
143315	34	company:08595545		University of Chichester Academy Trust, West Sussex
143316	34	company:08595545		University of Chichester Academy Trust, West Sussex
143317	44			
143318	44			
143319	34	company:06237630		Great Academies Education Trust
143321	34	company:08589470		White Woods Primary Academy Trust
143326	34	company:08852553		North West Academies Trust
143327	34			
143329	34			
143330	34			
143331	34			
143332	34			
143333	34			
143334	34	company:09952066		Portico Academy Trust
143335	34	company:09952066		Portico Academy Trust
143336	34			
143337	34	company:09148738		Learning in Harmony
143338	34	company:09148738		Learning in Harmony
143339	34			
143340	34	company:09952066		Portico Academy Trust
143341	34	company:09148738		Learning in Harmony
143345	34	company:08786812		Chesterton Academies Trust
143346	44	company:09461655		
143347	34	company:08526973		Diocese of Lichfield
143348	34	company:08526973		Diocese of Lichfield
143349	34	company:08786812		Chesterton Academies Trust
143351	34	company:08526973		Diocese of Lichfield
143353	34	company:07704020		Staffordshire University
143354	44	company:09461655		
143355	34	company:10226712		The Creative Learning Partnership
143359	34			
143360	34			
143361	34			
143362	34			
143364	34			
143365	34			
143366	34			
143367	34			
143368	34			
143369	34			
143370	34			
143371	34	company:08670599		Lumen Learning Trust
143372	34			
143373	34			
143374	34			
143375	34	company:07543202		Leo Academy Trust
143376	34	company:08056907		Enquire Learning Trust
143377	42	company:08056907		Enquire Learning Trust
143378	34	company:07703865		St Clere's Co-operative Academy Trust
143379	34	company:07742547		
143380	34	company:08027943		The Dean Trust
143381	34	company:09124782		Waterton MAT
143383	34			
143384	34			
143385	34			
143386	34			
143387	34			
143388	34			
143389	34			
